product_id,name,rating,price,reviews,category,subcategory,weight
2144,"Bosch BC52S QuietCast Premium Ceramic Disc Brake Pad Set For Select 1968-96 Buick; 1967-96 Cadillac, Checker, 1968-02…",4.6,12.52,14270,Automotive,Replacement Parts,14270
2145,"Tempera Patio Furniture Cover, Waterproof, Tear-Resistant, UV Resistant Outdoor Square Table Cover, Space Grey, 48x48…",4.5,31.99,1667,"Patio, Lawn & Garden",Patio Furniture & Accessories,1667
2146,"Comfort Colors Men's Adult Short Sleeve Tee, Style 1717",4.6,7.47,6008,"Clothing, Shoes & Jewelry",Novelty & More,6008
2147,National Lampoon's Christmas Vacation [Blu-ray],4.8,7.99,31472,Movies & TV,Blu-ray,31472
2148,O-Cedar Easywring Microfiber Spin Mop & Bucket Floor Cleaning System with 2 Extra Refills,4.7,38.97,9357,Industrial & Scientific,Janitorial & Sanitation Supplies,9357
2149,"Little Tikes Cozy Coupe 30th Anniversary Car, Non-Assembled, Standard Packaging",4.7,49.49,6989,Toys & Games,"Bikes, Skates & Ride-Ons",6989
2150,Brother HL-L3210CW Compact Digital Color Printer Providing Laser Printer Quality Results with Wireless,4.4,199.99,1394,Office Products,Printers,1394
2151,Gold Glitter Plastic Classicware Glass Like Champagne Wedding Parties Toasting Flutes (1 Box = Quantity 30),4.6,16.99,2961,Kitchen & Dining,Glassware & Drinkware,2961
2152,"Nestle Coffee Mate Coffee Creamer, French Vanilla, liquid pump bottle, 50.7 Fl. Oz (Pack of 2)",4.5,21.71,2158,Grocery & Gourmet Food,"Dairy, Cheese & Eggs",2158
2153,Roku Voice Remote (Official) for Roku Players and Roku TVs,4.7,19.99,10136,Electronics,Televisions & Video,10136
2154,"Aquaphor Baby Healing Ointment - Advance Therapy for Diaper Rash, Chapped Cheeks and Minor Scrapes - 14. Oz Jar",4.8,13.74,16076,Baby,Baby Care,16076
2155,Alcedo Suture Practice Kit for Medical Students | Complete Kit (32 Pieces) Include Durable Large Suturing Pad with Pre…,4.7,31.95,906,Industrial & Scientific,Science Education,906
2156,Oubest Fish Tank Rocks Glow Blue/Glow in The Dark Pebbles for Garden/Fish Tank/Aquarium/Plant Pots/Bonsai Walkway…,4.1,8.99,1180,Pet Supplies,Fish & Aquatic Pets,1180
2157,"Fisher-Price Laugh & Learn My Smart Purse, Pink, Musical Baby Toy",4.8,15.99,826,Toys & Games,Pretend Play,826
2158,"Keurig K-Slim Coffee Maker, Single Serve K-Cup Pod Coffee Brewer, 8 to 12 oz. Brew Sizes, Black",4.5,79.00,3026,Kitchen & Dining,"Coffee, Tea & Espresso Appliances",3026
2159,"MoKo Case for All-New Amazon Fire HD 10 Tablet (7th Generation and 9th Generation, 2017 and 2019 Release) - Slim Folding…",4.7,17.99,11001,Electronics,Laptop Accessories,11001
2160,"RAPICCA BBQ Gloves 17 Inches,932℉,Heat Resistant-Smoker, Grill, Cooking Barbecue Gloves, to Handling Heat Food Right on…",4.6,27.99,3083,"Patio, Lawn & Garden",Grills & Outdoor Cooking,3083
2161,"Sun Joe SWJ803E-CMO 10 inch 8.0 Amp Electric Multi-Angle Pole Chain Saw, Camo",4.5,82.95,3778,"Patio, Lawn & Garden",Mowers & Outdoor Power Tools,3778
2162,Face Mask Disposable with Earloops 3-Layer Design Dust Particle - 50 Pack …,4.4,6.25,1148,Industrial & Scientific,Occupational Health & Safety Products,1148
2163,"Ailun Glass Screen Protector Compatible for iPhone 11/iPhone XR, 6.1 Inch 3 Pack Tempered Glass 2.5D Edge Anti Scratch…",4.5,7.99,103394,Cell Phones & Accessories,Accessories,103394
2164,"Brooke & Vine - Teen Girl Room Wall Decor Art Prints- (UNFRAMED 8 x 10) - Inspirational Wall Art, Motivational Quotes…",4.0,12.95,857,Home & Kitchen,Wall Décor,857
2165,"Easy Fermenter Wide Mouth Lid Kit: Simplified Fermenting In Jars Not Crock Pots! Make Sauerkraut, Kimchi, Pickles Or Any…",4.7,25.99,3636,Home & Kitchen,Home Brewing & Wine Making,3636
2166,"Cosco Topside Booster Car Seat - Easy to Move, Lightweight Design (Grape)",4.7,19.99,4714,Baby,Car Seats,4714
2167,Hair Catcher Durable Silicone Hair Stopper Shower Drain Covers Easy to Install and Clean Suit for Bathroom Bathtub and…,3.9,9.99,8865,Home & Kitchen,Bath,8865
2168,Rocky Mountain Goods Long Fireplace Poker - Rust Resistant Black Finish - Heavy Duty Wrought Iron Steel - Decorative…,4.4,19.95,1795,"Patio, Lawn & Garden",Outdoor Heating,1795
2169,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,4.6,6.99,12119,Books,"Health, Fitness & Dieting",12119
2170,"DYMO LetraTag LT-100H Handheld Label Maker for Office or Home (1749027), Colors May Vary",4.7,17.88,16391,Office Products,Office Electronics,16391
2171,A Charlie Brown Christmas 50th Anniversay Deluxe Edition (DVD),4.9,16.98,4988,Movies & TV,DVD,4988
2172,"Simple Modern Slim Cruiser Tumbler with Clear Flip Lid and Straw Insulated Travel Mug Stainless Steel Water Bottle, 22…",4.7,7.99,7278,Kitchen & Dining,Glassware & Drinkware,7278
2173,NFL Downfield Youth Football (All Team Options),4.8,7.19,4647,Sports & Outdoors,Fan Shop,4647
2174,"1080P Business Webcam with Dual Microphone & Privacy Cover, 2020 [Upgraded] NexiGo USB FHD Web Computer Camera, Plug and…",4.3,39.99,908,Electronics,Computer Accessories & Peripherals,908
2175,"Garmin Forerunner 235, GPS Running Watch, Black/Gray",4.6,119.99,4304,Electronics,GPS & Navigation,4304
2176,"Homz Plastic Storage, Modular Stackable Storage Bins with Blue Latching Handles, 7.5 Quart, Clear, 5-Pack",4.5,28.72,4846,Home & Kitchen,Storage & Organization,4846
2177,Dynamic Health 100% Pure Black Cherry Juice Concentrate | No Additives | Antioxidant | Urinary Tract & Joint Support…,4.6,13.99,916,Grocery & Gourmet Food,Alcoholic Beverages,916
2178,"DearHouse Artificial Ivy Privacy Fence Screen, 94.5x59in Artificial Hedges Fence and Faux Ivy Vine Leaf Decoration for…",4.1,47.99,716,"Patio, Lawn & Garden",Patio Furniture & Accessories,716
2179,"PDF Max Pro - Read, Annotate & Edit PDF documents plus Fill out PDF Forms!",3.1,3.99,1101,Apps & Games,Business,1101
2180,Animal Crossing New Horizons Switch - (UK VERSION),4.8,57.40,7478,Video Games,Microconsoles,7478
2181,"First Alert Fire Extinguisher | EZ Fire Spray Fire Extinguishing Aerosol Spray, AF400",4.8,20.31,3622,Automotive,Tools & Equipment,3622
2182,"Plum Organics Stage 2, Organic Baby Food, Fruit and Veggie Variety Pack, 4 Ounce pouches (Pack of 18)",4.8,26.09,1315,Baby,Baby Foods,1315
2183,No-Spill 1450 5-Gallon Poly Gas Can (CARB Compliant),4.6,33.99,4332,"Patio, Lawn & Garden",Mowers & Outdoor Power Tools,4332
2184,First Little Readers Parent Pack: Guided Reading Level B: 25 Irresistible Books That Are Just the Right Level for…,4.8,7.14,2903,Books,Education & Teaching,2903
2185,"GOOACC Universal Plastic Fender Clips,200 Pcs Push Bumper Fastener Rivet Clips with 6 Size Auto Body Retainer Clips…",4.6,9.99,2236,Automotive,Replacement Parts,2236
2186,Melissa & Doug Wooden Pizza Counter,4.9,34.39,1535,Toys & Games,Dressing Up & Costumes,1535
2187,Deluxe Chrome-plated Steel Small Dish Drainers (Black),4.7,15.98,10485,Home & Kitchen,Storage & Organization,10485
2188,"BEZGAR 17 Toy Grade 1:14 Scale Remote Control Car, 2WD High Speed 20 Km/h All Terrains Electric Toy Off Road RC Monster…",4.2,39.99,4103,Toys & Games,Hobbies,4103
2189,LiCB 20 Pack LR44 AG13 357 303 SR44 Battery 1.5V Button Coin Cell Batteries,4.7,5.00,23970,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories",23970
2190,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Kindle Single) (Pottermore Presents Book 1)",4.5,2.99,1865,Kindle Store,Kindle Singles,1865
2191,"The Boy, the Mole, the Fox and the Horse",4.8,13.49,22924,Books,"Health, Fitness & Dieting",22924
2192,"AmazonBasics Unscented Dog Poop Bags with Dispenser and Leash Clip, Standard and EPI Additive",4.8,9.99,61723,Pet Supplies,Dogs,61723
2193,Russell Athletic Boys' Dri-Power Fleece Sweatpants and Joggers,4.5,12.40,1825,"Clothing, Shoes & Jewelry",Boys,1825
2194,"DAVID SEEDS Roasted and Salted Bar-B-Q Jumbo Sunflower Seeds, 5.25 oz, 12 Pack",4.6,9.49,3498,Grocery & Gourmet Food,Produce,3498
2195,The Pioneer Woman Magazine,4.6,18.00,1016,Magazine Subscriptions,Food & Gourmet,1016
2196,"Valve-Loc Tire Valve Caps (25-Pack) Black, Universal Stem Covers for Cars, SUVs, Bike and Bicycle, Trucks, Motorcycles…",4.7,4.99,5532,Automotive,Wheels & Tires,5532
2197,"Mega Bloks First Builders Big Building Bag with Big Building Blocks, Building Toys for Toddlers (80 Pieces) - Pink Bag",4.8,14.92,12423,Toys & Games,Baby & Toddler Toys,12423
2198,Toddler Favorites,4.3,6.98,1359,CDs & Vinyl,Children's Music,1359
2199,"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - Black",4.6,99.99,16994,Amazon Devices & Accessories,Amazon Devices,16994
2200,"Almond Scented Oil by Good Essential (Premium Grade Fragrance Oil) - Perfect for Aromatherapy, Soaps, Candles, Slime…",4.3,5.99,10027,Health & Household,Wellness & Relaxation,10027
2201,"ARTEZA Acrylic Paint, Set of 60 Colors/Tubes (22 ml, 0.74 oz.) Art Supplies Paint Set, Rich Pigments, Non Fading, Non…",4.8,59.99,4789,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies",4789
2202,"Nextbox WiFi Extender 1200 Mbps - 2.4 & 5GHz Dual Band Network - Signal Booster WPS Quick Connection, LAN/Ethernet…",4.2,39.95,1131,Electronics,Networking Products,1131
2203,Men's Journal,4.2,16.95,694,Magazine Subscriptions,Health & Fitness,694
2204,"NIX 8 Inch Digital Picture Frame - Portrait or Landscape Stand, HD Resolution, Auto-Rotate, Remote Control - Mix Photos…",4.5,59.99,1213,Electronics,Digital Picture Frames,1213
2205,Apples to Apples Party Box,4.7,14.44,2540,Toys & Games,Collectible Card Games,2540
2206,John Denver - Definitive All-Time Greatest Hits,4.7,7.29,863,CDs & Vinyl,Folk,863
2207,"Dupli-Color (HVP103-6 PK Silver Vinyl and Fabric Coating - 11 oz. Aerosol, (Case of 6)",4.3,7.36,2326,Automotive,Paint & Paint Supplies,2326
2208,Melissa & Doug Cutting Fruit,4.8,14.85,2891,Toys & Games,Dressing Up & Costumes,2891
2209,K&N Premium Oil Filter: Designed to Protect your Engine: Fits Select CHRYSLER/DODGE/JEEP/RAM Vehicle Models (See Product…,4.8,8.70,1001,Automotive,Performance Parts & Accessories,1001
2210,"Air Bubble Cushioning Wrap Roll for Heavy-Duty Packing [12 Inch x 36 Feet Total, Perforated Every 12], (30 Fragile…",4.7,7.99,1115,Industrial & Scientific,Packaging & Shipping Supplies,1115
2211,"4Pcs 3"" Adjustable 304 Stainless Steel Duct Clamps Hose Clamp Pipe Clamp Air Ducting Clamp Worm Drive Hose Clamps",4.6,6.79,774,Industrial & Scientific,"Hydraulics, Pneumatics & Plumbing",774
2212,$25 Visa Gift Card (plus $3.95 Purchase Fee),4.7,28.95,5496,Gift Cards,Departments,5496
2213,Valvoline ATF +4 Full Synthetic Automatic Transmission Fluid 1 GA,4.8,4.46,2815,Automotive,Oils & Fluids,2815
2214,"OontZ Angle 3 Ultra (3rd Gen) 5.0 Bluetooth Speaker (Updated), 14 Watts, Hi-Quality Sound & Bass, 100 Ft Wireless Range…",4.5,34.99,18527,Electronics,Portable Audio & Video,18527
2215,"Enfamil NeuroPro Ready to Feed Baby Formula Milk, 2 fl. oz. ( 24 bottles) - Dual Prebiotics for Immune Support, Infant…",4.8,29.99,2004,Baby,Baby Foods,2004
2216,"Hanes Girl's Brief Multipack, Assorted",4.7,9.99,6184,"Clothing, Shoes & Jewelry",Girls,6184
2217,Tetra Whisper Easy to Use Air Pump for Aquariums (Non-UL),4.6,7.99,13243,Pet Supplies,Fish & Aquatic Pets,13243
2218,The Constitution and the Declaration of Independence: The Constitution of the United States of America,4.8,6.95,1633,Books,Law,1633
2219,"Benchmark Bouquets Light Pink Roses and White Oriental Lilies, No Vase (Fresh Cut Flowers)",4.2,74.92,917,Grocery & Gourmet Food,Fresh Flowers & Live Indoor Plants,917
2220,"HP ENVY 5055 Wireless All-in-One Photo Printer, HP Instant Ink, Works with Alexa (M2U85A)",4.4,129.00,13902,Office Products,Printers,13902
2221,Brewers Yeast Powder for Lactation - Mommy Knows Best Brewer's Yeast for Breastfeeding Mothers - Mild Nutty Flavored…,4.4,14.44,3325,Grocery & Gourmet Food,Home Brewing & Winemaking,3325
2222,"Lion Brand Yarn Shawl in a Cake Yarn, Calming Desert",4.5,7.48,720,"Arts, Crafts & Sewing",Yarn,720
2223,"Green Mountain Coffee Roasters Breakfast Blend, Single-Serve Keurig K-Cup Pods, Light Roast Coffee, 72 Count",4.8,17.25,14158,Grocery & Gourmet Food,Beverages,14158
2224,"Quotes Wall Art Decor, Family Decorative Signs Inspirational Motto Canvas Prints (with Solid Wood Inner Frame) (Believe…",4.4,15.90,2054,Home & Kitchen,Wall Décor,2054
2225,"Fluidmaster 502P21 2-Inch Universal PerforMAX Longest Lasting, Water Saving Toilet Flapper",4.6,4.97,5758,Tools & Home Improvement,Rough Plumbing,5758
2226,"Classic Brands Cool Gel 1.0 Ultimate Gel Memory Foam 14-Inch Mattress with BONUS Pillow , Twin, White",4.5,256.00,12744,Home & Kitchen,Furniture,12744
2227,"Tetra 77019 Betta Floating Mini Pellets for Bettas, 1.02 oz",4.5,2.12,3047,Pet Supplies,Fish & Aquatic Pets,3047
2228,Melissa & Doug Baby Food & Bottle Set,4.7,10.99,2856,Toys & Games,Dolls & Accessories,2856
2229,"Amazon Brand - Happy Belly Whole Raw Almonds, 16 Ounce, Pack of 2",4.5,9.31,3876,Grocery & Gourmet Food,Produce,3876
2230,A Rush of Blood to the Head [Vinyl],4.7,18.79,2005,CDs & Vinyl,Indie & Lo-Fi,2005
2231,"HAUS LABORATORIES By Lady Gaga: LE RIOT LIP GLOSS | High-Shine, Lightweight Lip Gloss Available in 31 Colors, Shimmer…",4.5,18.00,3748,Beauty & Personal Care,Makeup,3748
2232,Wine Cork Holder - Metal Monogram Letter (S),4.7,22.95,2991,Home & Kitchen,Wine Accessories,2991
2233,Amlong Crystal 6 inch Optical Glass Triangular Prism for Teaching Light Spectrum Physics and Photo Photography Prism…,4.6,13.95,1334,Industrial & Scientific,Science Education,1334
2234,Phopollo LED Strip Lights 16.4 ft Color Changing Flexible LED Tape Light,4.4,13.99,11762,Tools & Home Improvement,Lighting & Ceiling Fans,11762
2235,"Command Wire Hooks, Small, White, 3-Hooks (17067ES)",4.6,2.49,18297,Industrial & Scientific,Industrial Hardware,18297
2236,Uncommon Desks Colorful Letter Openers - Hot Pink (3 Pieces),4.7,4.95,2332,Office Products,"Envelopes, Mailers & Shipping Supplies",2332
2237,ASUS AC2900 WiFi Dual-band Gigabit Wireless Router with 1.8GHz Dual-core Processor and AiProtection Network Security…,4.3,187.12,2522,Computers & Accessories,Routers,2522
2238,"Refresh Optive Lubricant Eye Drops, 30 Single-Use Containers",4.7,11.90,3761,Health & Household,Vision Care,3761
2239,"NICREW ClassicLED Plus Planted Aquarium Light, Full Spectrum LED Fish Tank Light for Freshwater Plants",4.7,16.99,3093,Pet Supplies,Fish & Aquatic Pets,3093
2240,"Windshield Cleaner with Microfiber Cloth, Handle and Pivoting Head- Glass Washer Cleaning Tool for Windows By Stalwart…",3.6,7.21,1034,Automotive,Tools & Equipment,1034
2241,"Dried Fruit Gift Basket Tray Turns into Basket, Healthy Gourmet Snack Box, Holiday Food Tray - Bonnie & Pop",4.6,35.25,1444,Grocery & Gourmet Food,Food & Beverage Gifts,1444
2242,"Eva Naturals Vitamin C Serum Plus 2% Retinol, 3.5% Niacinamide, 5% Hyaluronic Acid, 2% Salicylic Acid, 10% MSM, 20…",4.4,14.95,20484,Beauty & Personal Care,Skin Care,20484
2243,"Auban 30PCS Disposable Shower Caps, Individually Wrapped Larger & Thicker Waterproof Shower Caps, Plastic Hair Caps for…",4.5,4.59,3947,Health & Household,Bath & Bathing Accessories,3947
2244,Worlds Smallest The Elf On The Shelf,4.8,9.50,768,Toys & Games,Novelty & Gag Toys,768
2245,ThermoPro TP-17 Dual Probe Digital Cooking Meat Thermometer Large LCD Backlight Food Grill Thermometer with Timer Mode…,4.6,22.94,8050,"Patio, Lawn & Garden",Grills & Outdoor Cooking,8050
2246,Spongebob Squarepants: Battle for Bikini Bottom - Rehydrated - Nintendo Switch Standard Edition,4.6,24.49,2345,Video Games,Nintendo Switch,2345
2247,Fairfield PF-5 Poly-Fil Premium Fiber,4.8,21.98,3842,"Arts, Crafts & Sewing",Sewing,3842
2248,PERCEPTION,4.8,8.97,1005,CDs & Vinyl,Rap & Hip-Hop,1005
2249,Travel + Leisure,4.4,5.00,840,Magazine Subscriptions,Lifestyle & Cultures,840
2250,"Shower Brush with Soft and Stiff Bristles,for Exfoliating Skin and A Soft Scrub,Double-sided Brush Head for Wet or Dry…",4.7,10.99,8990,Health & Household,Bath & Bathing Accessories,8990
2251,Premium Velvet Hangers HeavyDuty - Non Slip Sturdy Suit Hangers-Rose Gold Swivel Hooks - Felt Hangers-Space Saving…,4.8,24.49,930,Industrial & Scientific,Retail Store Fixtures & Equipment,930
2252,"TaoTronics LED Desk Lamp with USB Charging Port, 4 Lighting Modes with 5 Brightness Levels, 1h Timer, Touch Control…",4.8,35.99,14510,Office Products,Office Lighting,14510
2253,Grease - Original Movie Soundtrack [2 LP],4.7,26.57,1929,CDs & Vinyl,Soundtracks,1929
2254,"Faber-Castell Grip Trio Sharpener Arts and Crafts, Multi",4.7,4.99,2551,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies",2551
2255,"Marky Sparky Bow & Arrow - Shoots Over 100 Feet - Foam Bow & Arrow Archery Set - Purple, Turquoise & Gray (Fluorite)",4.4,34.99,3141,Toys & Games,Sports & Outdoor Play,3141
2256,"VSUDO Flat Sneaker Shoe Lace, Flat Shoe String for Sneaker, Athletic Shoelace",4.6,1.99,2801,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories",2801
2257,"Skinnytaste One and Done: 140 No-Fuss Dinners for Your Instant Pot®, Slow Cooker, Air Fryer, Sheet Pan, Skillet, Dutch…",4.7,20.77,3586,Books,"Crafts, Hobbies & Home",3586
2258,"Rit Dye Liquid Fabric Dye, 8 fl oz, Black, 2-Pack",4.4,11.95,1478,"Arts, Crafts & Sewing",Fabric Painting & Dyeing,1478
2259,2 Replacement Keyless Entry Remote Control Key Fob Clicker Transmitter 3 Button - Black,4.2,14.95,11591,Electronics,Car Electronics,11591
2260,Snow Joe SJ623E Electric Single Stage Snow Thrower | 18-Inch | 15 Amp Motor | Headlights,4.3,147.27,1897,"Patio, Lawn & Garden",Snow Removal,1897
2261,"10'' Ring Light with 50'' Extendable Tripod Stand, Sensyne LED Circle Lights with Phone Holder for Live Stream/Makeup…",4.6,33.98,4625,Electronics,Accessories,4625
2262,"Shynerk Baby Car Mirror, Safety Car Seat Mirror for Rear Facing Infant with Wide Crystal Clear View, Shatterproof, Fully…",4.8,20.99,15116,Baby,Travel Gear,15116
2263,"Sprout Organic Baby Food Toddler Snacks Plant Power Curlz, 3 Flavor Variety Pack, Sweet Potato and Cinnamon, Broccoli…",4.5,2.99,3359,Baby,Baby Foods,3359
2264,"Classic Fresh Fruit Basket Gift with Crackers, Cheese and Nuts for Christmas, Holiday, Birthday, Corporate",4.3,38.00,1655,Grocery & Gourmet Food,Food & Beverage Gifts,1655
2265,Offitecture 48pcs 4x7 Kraft Bubble Mailers #000 Padded Envelopes,4.8,7.97,2175,Office Products,"Envelopes, Mailers & Shipping Supplies",2175
2266,"Motorola T100TP Talkabout Radio, 3 Pack",4.4,36.61,5894,Electronics,Portable Audio & Video,5894
2267,Avidlove Women Lingerie Lace Babydoll V Neck Sleepwear Strap Chemise,4.5,13.99,9616,"Clothing, Shoes & Jewelry",Novelty & More,9616
2268,"Pop-Tarts, Breakfast Toaster Pastries, Frosted Strawberry, Proudly Baked in the USA, Family Pack, 54.1oz Box (32 Count)",4.7,7.19,4645,Grocery & Gourmet Food,Breakfast Foods,4645
2269,"Richards Homewares Aluminum Shepherds Hook with Cushion Handle, 36-62""x2.75""x1.25"", Silver",4.4,14.99,1644,Industrial & Scientific,Industrial Hardware,1644
2270,"Woolite INSTAclean Pet Stain Remover, 1684",4.6,7.92,4090,Home & Kitchen,Vacuums & Floor Care,4090
2271,"International Delight Caramel Macchiato Coffee Creamer Singles (7/16 Fl Oz Each), 50 Count Bulk Package",4.4,8.88,8221,Grocery & Gourmet Food,"Dairy, Cheese & Eggs",8221
2272,"Gerber Spaghetti Rings in Meat Sauce, 6 Ounce (Pack of 6)",4.6,8.76,659,Grocery & Gourmet Food,Frozen,659
2273,"Baby Wipes, Pampers Aqua Pure Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 6X Pop-Top Travel Packs…",4.8,14.68,20699,Baby,Diapering,20699
2274,Silicone Earring Backs Earring Backings Soft Clear Ear Safety Back Pads Backstops Bullet Clutch Stopper Replacement for…,4.7,4.99,11018,"Arts, Crafts & Sewing",Beading & Jewelry Making,11018
2275,Nintendo Switch Pro Controller,4.8,54.95,24118,Electronics,Video Game Consoles & Accessories,24118
2276,MIULEE Pack of 2 Decorative Outdoor Waterproof Pillow Covers Garden Cushion Sham Throw Pillowcase Shell for Patio Tent…,4.6,12.99,3168,"Patio, Lawn & Garden",Patio Furniture & Accessories,3168
